Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Thyroid cancer	2/37	4.388924e-01	5.555350e-01	0	0	1.372359e+00	1.130139e+00	KRAS;MAPK3
KEGG_2021_Human	Thermogenesis	10/232	4.503555e-01	5.651252e-01	0	0	1.082107e+00	8.632167e-01	LIPE;PRKAB2;KDM3B;CPT2;GNAS;GRB2;KRAS;PRKACA;MAPK14;MAP3K5
KEGG_2021_Human	Huntington disease	13/306	4.521868e-01	5.651252e-01	0	0	1.065918e+00	8.459760e-01	HIP1;APAF1;GPX8;CLTA;HTT;WIPI1;TUBB4B;SOD2;KIF5B;GNAQ;CASP3;VDAC3;MAP3K5
KEGG_2021_Human	Insulin secretion	4/86	4.525024e-01	5.651252e-01	0	0	1.171590e+00	9.290263e-01	PRKCB;GNAQ;GNAS;PRKACA
KEGG_2021_Human	Glycine, serine and threonine metabolism	2/40	4.792081e-01	5.958295e-01	0	0	1.263817e+00	9.296899e-01	AOC3;AOC2
KEGG_2021_Human	Cortisol synthesis and secretion	3/65	4.848758e-01	6.002207e-01	0	0	1.161897e+00	8.410541e-01	GNAQ;GNAS;PRKACA
KEGG_2021_Human	Ferroptosis	2/41	4.922475e-01	6.051485e-01	0	0	1.231348e+00	8.727466e-01	FTH1;VDAC3
KEGG_2021_Human	Calcium signaling pathway	10/240	4.931637e-01	6.051485e-01	0	0	1.044029e+00	7.380385e-01	PPP3R1;GNA15;PRKCB;HRH2;HGF;GNAQ;VDAC3;GNAS;PRKACA;MCU
KEGG_2021_Human	Primary bile acid biosynthesis	1/17	5.005541e-01	6.092162e-01	0	0	1.500626e+00	1.038492e+00	CYP27A1
KEGG_2021_Human	Transcriptional misregulation in cancer	8/192	5.040128e-01	6.092162e-01	0	0	1.043917e+00	7.152439e-01	MEF2C;HHEX;KMT2A;BCL6;BCL2A1;IL1R2;BMP2K;JMJD1C
KEGG_2021_Human	Tryptophan metabolism	2/42	5.050786e-01	6.092162e-01	0	0	1.200501e+00	8.199918e-01	HADHA;DHTKD1
KEGG_2021_Human	Glycolysis / Gluconeogenesis	3/67	5.051508e-01	6.092162e-01	0	0	1.125471e+00	7.685818e-01	HK3;PGK1;HK2
KEGG_2021_Human	Spinocerebellar ataxia	6/143	5.112430e-01	6.139286e-01	0	0	1.051481e+00	7.054494e-01	PRKCB;GNAQ;VDAC3;WIPI1;MCU;MAP3K5
KEGG_2021_Human	Fatty acid degradation	2/43	5.176971e-01	6.190336e-01	0	0	1.171160e+00	7.710504e-01	HADHA;CPT2
KEGG_2021_Human	Other glycan degradation	1/18	5.205489e-01	6.198061e-01	0	0	1.412280e+00	9.220373e-01	MAN2B2
KEGG_2021_Human	Glycosaminoglycan degradation	1/19	5.397442e-01	6.375793e-01	0	0	1.333751e+00	8.224706e-01	GNS
KEGG_2021_Human	Basal transcription factors	2/45	5.422828e-01	6.375793e-01	0	0	1.116570e+00	6.833051e-01	GTF2A1;GTF2I
KEGG_2021_Human	Glycosphingolipid biosynthesis	2/45	5.422828e-01	6.375793e-01	0	0	1.116570e+00	6.833051e-01	FUT7;ST3GAL6
KEGG_2021_Human	Phosphatidylinositol signaling system	4/97	5.467759e-01	6.401834e-01	0	0	1.032420e+00	6.232889e-01	PRKCB;IPMK;PIP4K2A;CDS2
KEGG_2021_Human	One carbon pool by folate	1/20	5.581719e-01	6.481252e-01	0	0	1.263487e+00	7.367247e-01	MTHFS
KEGG_2021_Human	Steroid biosynthesis	1/20	5.581719e-01	6.481252e-01	0	0	1.263487e+00	7.367247e-01	LIPA
KEGG_2021_Human	Other types of O-glycan biosynthesis	2/47	5.659834e-01	6.544911e-01	0	0	1.066834e+00	6.072317e-01	ST6GAL1;GALNT4
KEGG_2021_Human	MicroRNAs in cancer	12/310	5.876518e-01	6.753021e-01	0	0	9.659319e-01	5.135093e-01	MARCKS;BMPR2;PRKCB;ITGB3;CASP3;GRB2;IRS2;E2F3;KRAS;ITGA5;MCL1;MAPK3
KEGG_2021_Human	Cocaine addiction	2/49	5.887865e-01	6.753021e-01	0	0	1.021330e+00	5.409899e-01	GNAS;PRKACA
KEGG_2021_Human	Histidine metabolism	1/22	5.928459e-01	6.771939e-01	0	0	1.143036e+00	5.976029e-01	HAL
KEGG_2021_Human	Proximal tubule bicarbonate reclamation	1/23	6.091500e-01	6.919477e-01	0	0	1.091023e+00	5.408100e-01	CA2
KEGG_2021_Human	Ovarian steroidogenesis	2/51	6.106870e-01	6.919477e-01	0	0	9.795407e-01	4.830808e-01	GNAS;PRKACA
KEGG_2021_Human	Herpes simplex virus 1 infection	19/498	6.172069e-01	6.965267e-01	0	0	9.508152e-01	4.588167e-01	APAF1;SYK;IFNGR1;IFNGR2;ITGB3;PTPN11;IFIH1;HLA-DMA;HLA-DMB;CASP3;HLA-DRA;ZNF701;ITGA5;FADD;BID;HLA-DRB1;IRF9;HLA-DPA1;IFNAR1
KEGG_2021_Human	Vitamin digestion and absorption	1/24	6.248019e-01	7.022774e-01	0	0	1.043533e+00	4.907949e-01	LMBRD1
KEGG_2021_Human	Drug metabolism	4/108	6.318825e-01	7.074064e-01	0	0	9.226904e-01	4.235626e-01	IMPDH1;DPYD;CMPK1;FMO5
KEGG_2021_Human	cAMP signaling pathway	8/216	6.376439e-01	7.099976e-01	0	0	9.222999e-01	4.150122e-01	LIPE;RAP1A;GNAS;FFAR2;RAC1;FOS;PRKACA;MAPK3
KEGG_2021_Human	Hippo signaling pathway	6/163	6.392505e-01	7.099976e-01	0	0	9.165717e-01	4.101282e-01	MOB1A;GSK3B;TGFB1;BMPR2;LATS2;ITGB2
KEGG_2021_Human	Maturity onset diabetes of the young	1/26	6.542527e-01	7.237992e-01	0	0	9.599499e-01	4.072699e-01	HHEX
KEGG_2021_Human	Pyrimidine metabolism	2/56	6.615100e-01	7.289581e-01	0	0	8.886104e-01	3.672006e-01	DPYD;CMPK1
KEGG_2021_Human	Fatty acid elongation	1/27	6.681005e-01	7.333447e-01	0	0	9.229806e-01	3.722534e-01	HADHA
KEGG_2021_Human	Phototransduction	1/28	6.813944e-01	7.450266e-01	0	0	8.887498e-01	3.409369e-01	GNB1
KEGG_2021_Human	Bile secretion	3/90	7.036605e-01	7.610281e-01	0	0	8.269372e-01	2.906348e-01	CA2;GNAS;PRKACA
KEGG_2021_Human	Citrate cycle (TCA cycle)	1/30	7.064079e-01	7.610281e-01	0	0	8.273704e-01	2.875629e-01	IDH1
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	1/30	7.064079e-01	7.610281e-01	0	0	8.273704e-01	2.875629e-01	GLUL
KEGG_2021_Human	Arachidonic acid metabolism	2/61	7.068624e-01	7.610281e-01	0	0	8.130921e-01	2.820773e-01	GPX8;PTGS1
KEGG_2021_Human	Small cell lung cancer	3/92	7.176680e-01	7.697126e-01	0	0	8.082698e-01	2.681421e-01	APAF1;CASP3;E2F3
KEGG_2021_Human	Inositol phosphate metabolism	2/73	7.952573e-01	8.481164e-01	0	0	6.752444e-01	1.546915e-01	IPMK;PIP4K2A
KEGG_2021_Human	Various types of N-glycan biosynthesis	1/39	7.968068e-01	8.481164e-01	0	0	6.311178e-01	1.433540e-01	MAN1A1
KEGG_2021_Human	Fat digestion and absorption	1/43	8.274767e-01	8.767342e-01	0	0	5.708922e-01	1.081123e-01	CD36
KEGG_2021_Human	RNA degradation	2/79	8.299335e-01	8.767342e-01	0	0	6.224327e-01	1.160275e-01	BTG2;PABPC1
KEGG_2021_Human	ABC transporters	1/45	8.410313e-01	8.851303e-01	0	0	5.448857e-01	9.433411e-02	ABCC6
KEGG_2021_Human	Nucleotide excision repair	1/47	8.535221e-01	8.949243e-01	0	0	5.211406e-01	8.254023e-02	RBX1
KEGG_2021_Human	Ether lipid metabolism	1/49	8.650326e-01	9.036215e-01	0	0	4.993742e-01	7.240329e-02	LPCAT2
KEGG_2021_Human	Cysteine and methionine metabolism	1/50	8.704445e-01	9.059071e-01	0	0	4.891574e-01	6.787120e-02	MPST
KEGG_2021_Human	mRNA surveillance pathway	2/98	9.074895e-01	9.409762e-01	0	0	4.987469e-01	4.841502e-02	PABPC1;MAGOHB
KEGG_2021_Human	Mineral absorption	1/60	9.139647e-01	9.442062e-01	0	0	4.060372e-01	3.652847e-02	FTH1
KEGG_2021_Human	Steroid hormone biosynthesis	1/61	9.174164e-01	9.443004e-01	0	0	3.992491e-01	3.441281e-02	STS
KEGG_2021_Human	Basal cell carcinoma	1/63	9.239103e-01	9.475139e-01	0	0	3.863297e-01	3.057423e-02	GSK3B
KEGG_2021_Human	Purine metabolism	2/129	9.674577e-01	9.879279e-01	0	0	3.763937e-01	1.245244e-02	IMPDH1;GMPR
KEGG_2021_Human	Taste transduction	1/86	9.703491e-01	9.879279e-01	0	0	2.814548e-01	8.471606e-03	PRKACA
KEGG_2021_Human	RNA transport	3/186	9.809203e-01	9.950561e-01	0	0	3.911595e-01	7.535304e-03	NUP98;PABPC1;MAGOHB
KEGG_2021_Human	Protein digestion and absorption	1/103	9.852351e-01	9.950561e-01	0	0	2.343370e-01	3.485765e-03	MME
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	1/108	9.879739e-01	9.950561e-01	0	0	2.233282e-01	2.702059e-03	GNL3L
KEGG_2021_Human	Neuroactive ligand-receptor interaction	6/341	9.940573e-01	9.976075e-01	0	0	4.255423e-01	2.536399e-03	HRH2;FPR1;LPAR1;LPAR2;F2RL1;FPR2
KEGG_2021_Human	Olfactory transduction	5/440	9.999142e-01	9.999142e-01	0	0	2.713077e-01	2.327409e-05	SLC24A4;GRK3;GNB1;ARRB1;PRKACA
